Nome: PINDAMONHANGABA
Codigo Estacao: 83707
Latitude: -22.92
Longitude: -45.5
Altitude: 560
Situacao: Desativada
Data Inicial: 1960-01-01
Data Final: 1991-04-30
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1962-01-07;4,3;9,6;0;36;19,1;72,25;1,333333;null;
1962-01-08;3,9;0;25,1;25,4;18,7;92,25;,666667;null;
1962-01-09;,6;5,7;6,7;30,8;19,8;84,25;1,333333;null;
1962-01-10;2,4;6,7;0;31,2;18,5;80,5;1;null;
1962-01-11;3,5;11,4;0;31,5;17,2;79;1,666667;null;
1962-01-12;4,1;9,8;0;32;16;67,25;,666667;null;
1962-01-13;4,4;9,2;0;34,4;15,9;69,75;,666667;null;
1962-01-14;4,6;11,6;0;37,2;19,1;59,25;,666667;null;
1962-01-15;5;0;6;32,1;20,2;85,75;1,666667;null;
1962-01-16;1,9;0;12,8;22,1;17,5;87;2;null;
1962-01-17;1,4;0;0;25,9;18,1;89;,666667;null;
1962-01-18;1,1;0;18,4;30,4;18;92,75;2;null;
1962-01-19;1,6;,2;8;27,2;19,7;94;1,333333;null;
1962-01-20;1;2;19,4;28,8;19,1;77;,666667;null;
1962-01-21;3;0;0;23,2;18;88,25;1;null;
1962-01-22;,7;5;3,8;30,9;18,4;83,25;1;null;
1962-01-23;1,9;6,7;0;33,6;18,7;70,75;,666667;null;
1962-01-24;3,1;8,6;,3;33,2;19,4;78,5;0;null;
1962-01-25;2,9;3,9;53,8;32;20,2;85,75;1,333333;null;
1962-01-26;1,9;0;54;25,4;18;95,25;2,333333;null;
1962-01-27;,2;,7;11,9;25,8;17,5;87,5;1,333333;null;
1962-01-28;2,8;10,4;,3;29;16,7;74,5;0;null;
1962-01-29;3,4;8,9;0;30,8;20,6;77,25;,666667;null;
1962-01-30;2,9;5,7;0;25,4;16,5;76,25;2,333333;null;
1962-01-31;3,4;5,5;1,2;28,2;17,6;74,75;2;null;
1962-02-01;3,6;4,2;0;28,7;14,1;78,75;1,333333;null;
1962-02-02;2;7;0;32,5;18,2;78,75;0;null;
1962-02-03;2,9;6,2;0;33;16,8;76,5;0;null;
1962-02-04;2,6;0;10,2;23,8;19,6;96,75;0;null;
1962-02-05;,5;6,4;36,9;28,7;18,5;85,5;,666667;null;
1962-02-06;1,9;,4;1,5;26,8;18,3;86,25;,666667;null;
1962-02-07;1,6;5;9,1;29,2;17,9;83,75;,666667;null;
1962-02-08;1,5;8,4;7,9;31,4;19;81,75;1,333333;null;
1962-02-09;2,5;5,7;8,6;31,6;19,1;87,5;,666667;null;
1962-02-10;1,9;5,9;0;31,5;20;86,5;1;null;
1962-02-11;2,3;1,5;1,7;30,7;20,2;84,75;1,333333;null;
1962-02-12;1,8;11,1;,1;28,1;19,4;88;0;null;
1962-02-13;,5;6,8;30,6;32,6;17;82,75;0;null;
1962-02-14;3,1;5,9;0;33,6;20,1;77;,666667;null;
1962-02-15;2,4;9,3;0;34,6;18,1;77,5;1,333333;null;
1962-02-16;3,4;6,2;40;33;18,1;78,5;,666667;null;
1962-02-17;2,4;9,6;,3;34,1;18,3;77,5;,666667;null;
1962-02-18;3,2;7,3;0;35;19;82,75;2,333333;null;
1962-02-19;1,4;0;5,2;23,3;19,3;94,25;1,333333;null;
1962-02-20;2,8;8,9;3,2;31,8;18,9;82,25;,666667;null;
1962-02-21;2,2;6,1;3,5;32,6;21,9;82,25;0;null;
1962-02-22;2,5;,4;52,5;27,2;19,2;88,75;0;null;
1962-02-23;1,2;8,4;4,9;31,4;20,1;78,25;,666667;null;
1962-02-24;3,6;,4;2;26,6;19,4;91,5;,666667;null;
1962-02-25;1,1;4,8;13,5;26,8;15,8;82;0;null;
1962-02-26;2,4;10;0;28,9;17,2;72,25;1,666667;null;
1962-02-27;3,3;9,6;0;29,2;17,3;71,75;1,333333;null;
1962-02-28;3,6;8,4;1,4;28,8;18,8;75,75;1,333333;null;
1962-03-01;3,2;4,1;0;27,8;18,1;73,75;,666667;null;
1962-03-02;3;2,6;0;27,8;19,2;86,25;1,333333;null;
1962-03-03;1,6;6,2;23,6;30,5;18,7;81,5;0;null;
1962-03-04;2,9;4,3;0;30,9;19,4;79,25;,666667;null;
1962-03-05;2,2;7,1;0;31,6;18,9;84;,666667;null;
1962-03-06;2,8;9;0;31;19,4;79,25;,666667;null;
1962-03-07;2,8;9,7;1,3;31,3;18,3;74;0;null;
1962-03-08;3,4;9,8;0;32,2;16,9;72,25;0;null;
1962-03-09;4,4;9,9;0;32,1;17,1;66,5;,666667;null;
1962-03-10;4;7,8;0;33;18,3;73,5;1;null;
1962-03-11;3,8;0;10,3;26,7;19,5;87,75;1,333333;null;
1962-03-12;1,3;,4;9;28,8;19,6;90,5;1,333333;null;
1962-03-13;1,3;2,8;20;31,4;18,5;86,75;1,333333;null;
1962-03-14;1,7;,9;24;27;19,3;90,25;1,333333;null;
1962-03-15;1,2;,7;37,6;26,6;18,9;87,25;0;null;
1962-03-16;1,5;2,5;0;28,7;18,4;82;1,333333;null;
1962-03-17;2,3;2,8;4,1;33,4;19,2;81,25;,666667;null;
1962-03-18;2,1;8,3;6;33;19,4;74,25;0;null;
1962-03-19;3,2;4,7;0;31,1;19,8;79,5;1,333333;null;
1962-03-20;2,5;3,3;,6;29,4;19,3;87;0;null;
1962-03-21;,7;6,7;3,3;32;16,1;80,5;0;null;
1962-03-22;2,2;9,6;0;31,4;16,7;75,25;,666667;null;
1962-03-23;4,2;9,5;0;33;15,5;76;,666667;null;
1962-03-24;2,3;6,4;21;29,8;18,3;84,25;1,333333;null;
1962-03-25;2;9,8;0;32,9;17,5;77,25;0;null;
1962-03-26;3,1;9,7;0;33,2;18,2;73,5;,666667;null;
1962-03-27;3,4;10,1;0;32,3;17,7;71,25;,666667;null;
1962-03-28;3,1;9,2;0;32,4;15,7;70;,666667;null;
1962-03-29;3,2;10,2;0;32,2;16,6;64,75;,666667;null;
1962-03-30;4;10,5;0;32,4;14,6;68;0;null;
1962-03-31;4,2;9,1;0;32;14,2;80;0;null;
1962-04-01;2,5;5,6;0;32;17,4;79;0;null;
1962-04-02;2,8;9,9;0;32;14,9;71,25;0;null;
1962-04-03;3,8;7,7;0;31,1;16,1;63,5;2;null;
1962-04-04;4,1;1,6;,7;28,2;17,8;84,75;,666667;null;
1962-04-05;2,4;10,5;0;29;12,1;70;0;null;
1962-04-06;3;10;0;30,8;15,9;73;,666667;null;
1962-04-07;3;10,5;0;31;15,2;72,25;,666667;null;
1962-04-08;3,4;10,4;0;32,6;14,2;69,5;0;null;
1962-04-09;3,8;9,8;0;32,4;13,2;73,5;0;null;
1962-04-10;4,8;,2;7,8;21,1;14,9;82,25;0;null;
1962-04-11;1,4;6,8;0;28;15,6;72,25;,666667;null;
1962-04-12;2,8;9,6;0;31;17,8;77,75;1;null;
1962-04-13;2,6;8,9;0;30;16,2;77,5;,666667;null;
1962-04-14;3,1;8,4;0;31,9;18,1;73;0;null;
1962-04-15;2,9;9,2;0;32,9;16,1;73;0;null;
1962-04-16;2,8;4,7;2;31,4;17,3;88,25;1,333333;null;
1962-04-17;2;2,1;0;28,2;17,4;89,25;0;null;
1962-04-18;1,3;3,3;5,4;27,8;18,1;87,5;,666667;null;
1962-04-19;1,4;3,5;3,7;27,4;18;80;0;null;
1962-04-20;2,3;8;0;26,2;12;72,25;0;null;
1962-04-21;2,6;4,7;0;26,5;10,8;79;0;null;
1962-04-22;2,5;8,1;0;26,4;14,4;76;,666667;null;
1962-04-23;2,4;7,3;0;29,3;13,2;68,75;1,666667;null;
1962-04-24;3,1;8,6;0;29,4;12,3;74,75;0;null;
1962-04-25;2,6;7,4;0;29,9;14,1;78,75;,666667;null;
1962-04-26;2,5;4,6;,5;26;17,7;78,25;1,333333;null;
1962-04-27;1,5;9;2,8;27,3;11,8;83;0;null;
1962-04-28;2,4;6,2;0;27,7;12;80;,666667;null;
1962-04-29;2,1;0;1,1;21,5;13,4;94;,666667;null;
1962-04-30;,8;7,9;1,1;28,8;16,8;79;0;null;
1962-05-01;2,1;3,4;0;26,9;15,5;84,25;,666667;null;
1962-05-02;1,8;4,8;16,6;31,2;18,7;83,75;0;null;
1962-05-03;1,3;1,2;4,5;25,2;18;92,75;1,333333;null;
1962-05-04;1,1;4,6;5,4;23;13;81,25;,666667;null;
1962-05-05;2,1;6,5;0;23,8;10,7;83,25;,666667;null;
1962-05-06;1,7;5,9;0;23,2;10;79,25;,666667;null;
1962-05-07;2,1;8,2;0;23;5,7;74;,666667;null;
1962-05-08;3,7;8,2;0;22,2;6,5;73;0;null;
1962-05-09;2,5;9,3;0;22;9,1;67;2;null;
1962-05-10;3,5;9,6;0;23,2;11,8;75,75;1,333333;null;
1962-05-11;2,8;9,5;0;25,7;8,5;75,25;,666667;null;
1962-05-12;3;9,4;0;25,5;8,3;69,25;1;null;
1962-05-13;2;10,1;0;25,4;14,4;75,5;1,333333;null;
1962-05-14;3;9,6;0;25,8;10,1;76,75;,666667;null;
1962-05-15;2,1;4,6;0;25,3;10,2;81,25;1;null;
1962-05-16;1,9;7,7;0;28,6;9,6;73;0;null;
1962-05-17;2,9;7,8;0;30,6;12,5;68;0;null;
1962-05-18;2,8;6,5;0;29,5;15,7;73;,666667;null;
1962-05-19;2,8;4,1;0;26,9;17,6;79,75;1,666667;null;
1962-05-20;2,2;6,4;0;30;13,6;77;0;null;
1962-05-21;2;9,3;0;31,5;14,3;76;,666667;null;
1962-05-22;2,8;9,1;0;31,6;12,5;77;0;null;
1962-05-23;2,7;8,7;0;30;12,3;74,25;0;null;
1962-05-24;3;9,5;0;26,5;13,8;73,5;,666667;null;
1962-05-25;3,3;7,1;0;23,3;7,9;88,25;,666667;null;
1962-05-26;2,1;6,2;0;24;8,4;83,75;0;null;
1962-05-27;1,8;6,2;0;28,1;7,2;78,5;0;null;
1962-05-28;2,9;3,5;0;26,1;13,7;80,75;0;null;
1962-05-29;2,8;0;0;18;12,4;92;,666667;null;
1962-05-30;1,1;6,8;1,4;19;7,6;75,25;2;null;
1962-05-31;2,9;5,6;,4;20,4;7,7;80,75;0;null;
1962-06-01;2;10;0;21,2;7,1;64,5;2,666667;null;
1962-06-02;4,1;10;0;24,4;10,7;64;2,333333;null;
1962-06-03;3,9;,7;0;19,7;13,2;89,25;,666667;null;
1962-06-04;1,3;0;2,8;17,1;12,2;93,25;0;null;
1962-06-05;,8;2,3;,7;18,8;11,7;87;,666667;null;
1962-06-06;1,3;0;,4;17,6;12,9;93;,666667;null;
1962-06-07;,6;5,4;,9;26,4;10,5;84,25;0;null;
1962-06-08;1,8;,4;0;20,2;11,7;83,75;0;null;
1962-06-09;1,2;7,7;,2;23,9;13,3;82,25;1;null;
1962-06-10;2,3;7;0;22,8;11,1;78,25;1,333333;null;
1962-06-11;2,8;9,2;0;20,6;7,1;67,75;1;null;
1962-06-12;3,2;1,2;0;19,8;2,7;81,5;0;null;
1962-06-13;2;2,1;0;19,4;6,7;82,75;,666667;null;
1962-06-14;1,7;3,8;0;21,2;10,7;75,5;0;null;
1962-06-15;1,8;6,1;0;21,2;2,7;71;0;null;
1962-06-16;2,3;8,5;0;22;8,5;74;0;null;
1962-06-17;2,8;6,9;0;22;8,2;73,75;,666667;null;
1962-06-18;2,3;7,4;0;22,1;3,3;78,75;,666667;null;
1962-06-19;2;9,9;0;24,5;2,3;73,5;,666667;null;
1962-06-20;2,5;9,9;0;27,6;1,9;71,5;0;null;
1962-06-21;3,1;9,9;0;28,8;2,4;71;0;null;
1962-06-22;2,2;7,4;0;27,4;6,2;69,75;0;null;
1962-06-23;2,8;9;0;24,2;12,1;73,75;1,666667;null;
1962-06-24;3,4;6,2;0;22,5;9,9;79,75;,666667;null;
1962-06-25;1,8;5,4;0;23;12,4;81,5;1,333333;null;
1962-06-26;1,9;7,3;0;27,9;9,9;72,5;1,333333;null;
1962-06-27;1,9;7,8;0;26,7;6,3;76,5;0;null;
1962-06-28;2,2;9,9;0;26,4;4,5;67;1,333333;null;
1962-06-29;3,2;9,8;0;26,6;4,4;67,75;1,666667;null;
1962-06-30;3,7;9,9;0;27,8;4;68,5;0;null;
1962-07-01;3,1;9,9;0;27,7;2,9;70,5;0;null;
1962-07-02;2,9;9,9;0;26,8;2,8;70;0;null;
1962-07-03;2,5;6,2;0;25,9;4,2;87,75;0;null;
1962-07-04;1,9;5,2;0;24,8;4,9;80,75;0;null;
1962-07-05;1,8;8,5;0;28,2;4,9;63,5;,666667;null;
1962-07-06;4,9;6,2;1,7;23;11,8;68;1,333333;null;
1962-07-07;3,4;9,5;0;19,4;2,2;71;,666667;null;
1962-07-08;2;1,4;0;18,3;5,4;80,5;,666667;null;
1962-07-09;3;9,2;0;25,3;8,7;63,25;3,333333;null;
1962-07-10;5;7,9;0;25,8;12,5;82,75;2,333333;null;
1962-07-11;3;10,2;1,5;24,2;8;78,25;,666667;null;
1962-07-12;3,4;9,4;0;24,3;3,7;79,25;0;null;
1962-07-13;2,7;9,1;0;26,2;3,5;76;0;null;
1962-07-14;2,6;6,7;0;25;6,5;75,25;0;null;
1962-07-15;3,3;9,3;0;29,8;7,5;69,75;0;null;
1962-07-16;3,8;9,1;0;29,4;7,1;68,5;0;null;
1962-07-17;3,6;6,6;0;28,2;10,3;73,75;0;null;
1962-07-18;2,5;9;0;22,8;11,4;84,5;0;null;
1962-07-19;1,6;1,3;,2;20,4;13,3;91,75;,666667;null;
1962-07-20;,9;0;13,1;17,1;11,5;79,75;,666667;null;
1962-07-21;1,7;9,5;,3;21,2;5,4;75;2;null;
1962-07-22;2,6;7,7;0;22,6;4,6;74,5;0;null;
1962-07-23;2,7;9,6;0;22,7;1,7;69,75;1;null;
1962-07-24;3,7;0;0;18,4;9,8;86,5;0;null;
1962-07-25;,8;6,5;,6;22,2;11;84,5;,666667;null;
1962-07-26;1,7;7;0;24,4;8,9;62,5;2,333333;null;
1962-07-27;4,4;6,1;0;19,4;3,4;75,25;,666667;null;
1962-07-28;2,6;5;0;24;6;70,25;0;null;
1962-07-29;2,7;10;0;22,8;10,7;72;1,666667;null;
1962-07-30;3,4;8,9;0;26,8;4,9;65,25;1;null;
1962-07-31;3,9;6,5;,5;24,4;13,4;82,25;,666667;null;
1962-08-01;1,9;9,4;1,3;30;10,3;69,5;1,333333;null;
1962-08-02;2,1;3,4;0;23,2;13;85,5;0;null;
1962-08-03;2,5;6,8;0;27,2;10,5;79,25;0;null;
1962-08-04;2,2;7,7;0;29,8;11,2;69,5;,666667;null;
1962-08-05;3,2;1;0;27,4;7,8;57;,666667;null;
1962-08-06;4,2;10;0;28,9;6,4;58,75;1,333333;null;
1962-08-07;3,4;8,3;0;29,6;7,6;60,5;,666667;null;
1962-08-08;6,9;10;0;29,3;6,2;62,75;0;null;
1962-08-09;4,3;10,3;0;29,9;8,2;61,75;,666667;null;
1962-08-10;4,7;8,4;0;29,9;7,4;60,75;,666667;null;
1962-08-11;4,2;7;0;31,2;11,6;63,5;,666667;null;
1962-08-12;5,4;6,8;2,6;25,6;14,6;72,5;1,333333;null;
1962-08-13;3,6;8,6;0;24,7;6,7;73,5;,666667;null;
1962-08-14;3,1;5,3;,1;21,5;7,7;76,5;1,333333;null;
1962-08-15;4,4;9;0;25,2;9,7;60,75;2;null;
1962-08-16;6;3,9;0;27,2;14,4;62;1,333333;null;
1962-08-17;3,5;6,7;0;25,5;13,5;79,25;,666667;null;
1962-08-18;2,5;9;0;29;10,9;70,5;0;null;
1962-08-19;2,9;10,2;0;30;7,1;68,25;1,333333;null;
1962-08-20;5,8;8,2;0;27,4;10,8;70,75;,666667;null;
1962-08-21;3,7;5,3;0;25,4;14,2;68,25;1,333333;null;
1962-08-22;4,1;4,8;0;29,6;15,2;65,5;1,333333;null;
1962-08-23;4,2;0;26,5;19,4;12,8;91,5;,666667;null;
1962-08-24;,8;10,5;7;20,8;10;68;1,666667;null;
1962-08-25;4;10,6;0;23,8;4;65,75;0;null;
1962-08-26;3,1;10,4;0;27,8;2,6;52;,666667;null;
1962-08-27;5,1;10,5;0;33,4;5,3;54,75;0;null;
1962-08-28;5;8,6;0;31,8;7;54,25;1;null;
1962-08-29;4,7;7,8;0;31,6;11;56;0;null;
1962-08-30;4,4;4,9;0;29,1;8,7;70,5;0;null;
1962-08-31;4;0;0;21,8;14,8;78;,666667;null;
1962-09-01;1,4;9,1;0;25,5;14,6;75,5;1,333333;null;
1962-09-02;3,9;7,2;0;29,5;14,2;61,25;1;null;
1962-09-03;5,7;9,4;0;32,6;13,3;59,25;,666667;null;
1962-09-04;4,9;9,6;0;33,5;13,4;65;,666667;null;
1962-09-05;5,1;7,6;0;33,2;14;60;1,333333;null;
1962-09-06;5,1;7,6;0;34;17,9;74;1,333333;null;
1962-09-07;3,1;6,8;25,4;32,8;16,3;72,5;0;null;
1962-09-08;5,5;8,1;0;33;15,6;77,5;,666667;null;
1962-09-09;2,1;4,9;29,2;21,4;14,7;86;0;null;
1962-09-10;,9;3,2;,3;28,2;16,6;78,75;,666667;null;
1962-09-11;2,3;5,8;0;32,7;18,4;79,75;,666667;null;
1962-09-12;2,8;0;2,2;20,6;16;84,75;,666667;null;
1962-09-13;1,3;0;0;18,8;14,1;87,75;1,333333;null;
1962-09-14;1,5;1,9;0;19,6;13,6;79;1,333333;null;
1962-09-15;2,6;9,6;0;23,6;14,8;73,5;2;null;
1962-09-16;3,4;10,3;0;27,6;10,2;57,25;,666667;null;
1962-09-17;4,8;10,7;0;31;15,7;61,25;,666667;null;
1962-09-18;4,6;3,3;0;30,2;9,4;56,75;,666667;null;
1962-09-19;4,8;7,9;0;30;13,2;63,25;0;null;
1962-09-20;3,7;3,2;0;29,4;12,5;72,75;0;null;
1962-09-21;3,3;,3;,5;23,7;17,3;88,75;1,333333;null;
1962-09-22;12,1;0;6,6;19,2;15,1;94,25;,666667;null;
1962-09-23;1,3;,7;7,6;18,2;12,8;82;1,666667;null;
1962-09-24;1,5;8,8;1,8;23,3;7,4;68,75;1,333333;null;
1962-09-25;3,6;8,5;0;25,2;12,4;68,5;1,333333;null;
1962-09-26;4,5;9,7;0;30,8;13,3;67,5;2;null;
1962-09-27;4,4;9,8;0;33,6;14,3;60,75;,666667;null;
1962-09-28;4,2;9,4;0;32,4;13,1;66,75;,666667;null;
1962-09-29;5;2,7;10,5;24,8;16,2;85;1,666667;null;
1962-09-30;1,5;6,9;0;31,8;17,4;73,5;,666667;null;
1962-10-01;3,5;6,9;0;33;16,8;63,75;0;null;
1962-10-02;3,9;,3;2,4;25,6;17,7;81,5;,666667;null;
1962-10-03;2,4;7,6;2,9;30,8;16,1;77;,666667;null;
1962-10-04;3,7;2,3;18;27,7;17,4;63,75;1,333333;null;
1962-10-05;4,5;10,9;1,5;28,2;16,8;69,25;3,333333;null;
1962-10-06;6,2;9,8;,8;27;12,3;80;1;null;
1962-10-07;3,9;8,5;0;29,3;11,2;62,5;,666667;null;
1962-10-08;5,4;4,1;3;31,2;17,3;81;2,666667;null;
1962-10-09;2,7;0;27,8;20,5;16,4;94,25;1,333333;null;
1962-10-10;,6;0;,9;22,7;15,9;89;0;null;
1962-10-11;,8;0;17,6;20,3;15,8;95,5;0;null;
1962-10-12;,4;0;28,4;21,1;14,5;84,5;0;null;
1962-10-13;1,3;6;1,1;26,3;14,3;72,75;,666667;null;
1962-10-14;2,9;,4;0;22,8;15,3;81,5;1,333333;null;
1962-10-15;1,8;4,6;0;26,2;15,8;80,75;,666667;null;
1962-10-16;2,5;9;20,5;31;17,3;72;2;null;
1962-10-17;4,5;9,8;0;32;17,7;64,75;,666667;null;
1962-10-18;4,7;5,1;2,3;32,8;18,2;70,5;,666667;null;
1962-10-19;,4;0;8,3;22,7;14,5;91,25;,666667;null;
1962-10-20;,9;0;9,6;19,9;14;84,75;1,333333;null;
1962-10-21;1,4;0;,3;18,4;12,4;83;0;null;
1962-10-22;1,7;0;,8;19,7;13;78;2;null;
1962-10-23;2,5;8,5;0;25,2;13,1;70,75;2;null;
1962-10-24;4;1,6;0;23,1;16,4;84,5;,666667;null;
1962-10-25;1,5;2,3;35,3;23;15,4;85;,666667;null;
1962-10-26;1,9;8,2;,5;26,5;15,3;77;1,666667;null;
1962-10-27;3,6;10,6;0;31,2;15,4;62;1,666667;null;
1962-10-28;4,7;4,4;0;29,8;17,4;83,25;0;null;
1962-10-29;2;,3;9,1;26,3;16,3;87,75;1,333333;null;
1962-10-30;1,4;0;25,8;19,5;15,6;96,25;0;null;
1962-10-31;,5;3;4,5;26,7;16;85;0;null;
1962-11-01;1,4;9,3;2;29,7;14,3;68,5;0;null;
1962-11-02;3,9;9,6;0;31,2;15;63;,666667;null;
1962-11-03;5;11,8;0;33,2;16,9;62,25;0;null;
1962-11-04;4,7;11;0;35,1;16,3;58,5;,666667;null;
1962-11-05;6,1;9;0;36;17,3;62,25;0;null;
1962-11-06;4,7;3,7;2;31,2;16,8;84,75;0;null;
1962-11-07;2,2;1,2;1,2;28,2;17,2;85,25;0;null;
1962-11-08;2,4;0;2,8;21;14,2;94,5;,666667;null;
1962-11-09;,6;,1;9,4;21,6;14,2;85,75;0;null;
1962-11-10;1,3;1,5;0;24;15,3;81,5;0;null;
1962-11-11;2,4;4,1;,6;23;15,3;81,5;0;null;
1962-11-12;2,4;6,2;,6;26,2;11,5;66,75;0;null;
1962-11-13;3,4;11,4;0;27,8;8,5;62,5;0;null;
1962-11-14;4,1;10,9;0;29;13,4;63;,666667;null;
1962-11-15;4,6;12;0;32,8;10,3;64,5;,666667;null;
1962-11-16;5,4;11,7;0;34,4;12,3;63,75;,666667;null;
1962-11-17;6,3;8,3;0;34,8;15,4;70,5;,666667;null;
1962-11-18;2,9;1,1;0;27;18,1;81,75;0;null;
1962-11-19;2,3;3,9;0;33,4;18,4;86;0;null;
1962-11-20;2;6,3;20;32;18,3;74,75;0;null;
1962-11-21;3,2;0;3,8;28,6;16,2;87,75;,666667;null;
1962-11-22;1,7;0;23,8;21,6;14,2;82,25;0;null;
1962-11-23;1,8;6,3;0;25,8;15,6;82;,666667;null;
1962-11-24;2,4;10,8;,6;31;16,6;69,5;1,666667;null;
1962-11-25;3,5;9,5;0;31,8;14,4;68;0;null;
1962-11-26;4,6;11,1;0;34;15,1;69,75;,666667;null;
1962-11-27;4,7;7,2;0;34,8;19,1;67;,666667;null;
1962-11-28;4,3;6,2;0;33,8;16,2;68,25;,666667;null;
1962-11-29;4,3;8,2;0;33,9;15,5;70;0;null;
1962-11-30;4;7,6;0;34,7;15,8;73,25;1,333333;null;
1962-12-01;3,5;6,3;0;32,4;19;71,25;0;null;
1962-12-02;4,3;6,3;0;35,6;21,2;74;,666667;null;
1962-12-03;4;9,9;0;30,2;19,8;77,75;0;null;
1962-12-04;3;2,1;10,5;27;20,3;80;1,333333;null;
1962-12-05;2,7;0;0;23,6;16,4;91;0;null;
1962-12-06;1,1;0;13,7;22,2;16,2;92,75;0;null;
1962-12-07;,9;1,1;9,8;23,3;15,8;86,5;1,333333;null;
1962-12-08;1,8;1;,2;24,6;15,9;78,75;,666667;null;
1962-12-09;2,5;8,8;0;33,2;17,3;76,75;1,666667;null;
1962-12-10;3,8;3,2;5,9;30,2;18,4;85;0;null;
1962-12-11;2,6;6,9;2,5;32,8;19;69,25;,666667;null;
1962-12-12;3,9;0;29,3;25;18,8;96,75;0;null;
1962-12-13;,5;6,4;25,6;32,1;16,2;81,5;1,333333;null;
1962-12-14;2,8;0;0;23,6;16,8;78,5;1,666667;null;
1962-12-15;2,7;,7;0;25,5;15,3;82,25;0;null;
1962-12-16;2;6;0;28,3;16,6;75,75;,333333;null;
1962-12-17;2,7;5,3;1,6;32,8;18,6;81,5;0;null;
1962-12-18;2,7;1,8;17,3;28,6;16,4;91;0;null;
1962-12-19;,8;4,2;22,6;29,2;18,4;84;0;null;
1962-12-20;1,8;1,5;15,9;26,2;18,2;81,75;0;null;
1962-12-21;1,8;8,8;1,8;31,2;17,2;74,5;0;null;
1962-12-22;3,2;9,1;0;33;17,2;76;0;null;
1962-12-23;3,5;2,9;0;30,6;19,2;83,75;0;null;
1962-12-24;2,3;7,4;19,3;31,4;19,2;71,25;0;null;
1962-12-25;3,6;9,5;0;33,6;15;72,5;0;null;
1962-12-26;4,2;8,1;0;34,8;19,2;78,25;0;null;
1962-12-27;3,2;1,6;1,9;29,4;19,4;87,75;0;null;
1962-12-28;1;2,9;30,7;30,4;20,2;84;0;null;
1962-12-29;1,5;1;28,5;28;20,2;89,5;0;null;
1962-12-30;1,2;,9;26,3;28,6;20,6;85,75;0;null;
1962-12-31;1,4;0;7,3;26,8;20,8;92;0;null;
1963-01-01;,7;1,7;6,1;28;20,4;92,75;0;null;
1963-01-02;1,4;,4;6,9;27,2;20,1;90,5;0;null;
1963-01-03;,8;10,1;2,8;32,4;19,1;70,75;0;null;
1963-01-04;3,8;10,3;0;34,6;18,8;60,5;0;null;
1963-01-05;5,5;10,5;0;35,2;18;67,25;0;null;
1963-01-06;4,4;11,6;0;35,3;18,2;61,5;0;null;
1963-01-07;4,7;9,8;0;35,5;19,1;70;,666667;null;
1963-01-08;4;11,3;2,5;36;19,9;69;0;null;
1963-01-09;3,9;9,4;0;37;19,6;64,25;,666667;null;
1963-01-10;4,7;4,3;,6;35,4;21,3;80;,666667;null;
1963-01-11;2,3;1,9;0;32,6;20,9;73,75;0;null;
1963-01-12;2,5;4,5;0;34,2;18,8;80;0;null;
1963-01-13;2,3;3,1;0;33,6;20;78,25;0;null;
1963-01-14;3,4;6,3;0;34,6;18,5;80,5;,666667;null;
1963-01-15;2,8;1;,4;30,4;17,5;87,75;0;null;
1963-01-16;1,4;1,9;39,3;28,4;19,5;80,75;0;null;
1963-01-17;1,8;1,9;3,2;31,2;19,1;85,75;0;null;
1963-01-18;1,6;2,1;2,7;28,8;19,9;86,75;,666667;null;
1963-01-19;1,9;,4;4,6;27,8;18,5;89;,666667;null;
1963-01-20;1,4;8;0;31,8;17,5;85,25;0;null;
1963-01-21;3,1;10,1;0;34,8;17,7;65;,666667;null;
1963-01-22;3,5;4,7;0;32,6;17,9;82,5;0;null;
1963-01-23;2,5;1,9;1,8;27,8;18,8;83,75;,666667;null;
1963-01-24;1,9;4,9;0;28,6;18,9;77,25;,666667;null;
1963-01-25;2,7;6,1;0;32,7;19,8;79,75;0;null;
1963-01-26;2,2;7,4;1;31,7;20;78,25;,666667;null;
1963-01-27;3,8;9,6;0;35,6;17,8;65,5;0;null;
1963-01-28;4,5;11,6;0;36,2;18,7;65,25;0;null;
1963-01-29;4,5;8,1;0;34,4;19,5;74;0;null;
1963-01-30;3,4;5,7;0;34,4;18,1;81;0;null;
1963-01-31;2,8;6,1;0;33,7;16,7;83,25;,666667;null;
1963-02-01;2,3;3,4;2,2;31,2;15,9;74;,666667;null;
1963-02-02;2,4;7,5;0;32,8;17,1;78,75;,666667;null;
1963-02-03;2,8;4,2;1,1;31,8;19,4;87;0;null;
1963-02-04;1,8;4,6;11;31,6;18,5;86,5;,666667;null;
1963-02-05;2;5,7;1,2;32,2;17,9;83,75;,666667;null;
1963-02-06;2;3,8;69,5;29,2;18,4;84;0;null;
1963-02-07;1,8;4,6;7,5;27,4;18,8;78,5;1;null;
1963-02-08;2,8;4,4;0;28,8;18,1;75,25;,666667;null;
1963-02-09;3;6,6;,2;28,2;16;73,5;,666667;null;
1963-02-10;3,2;9;0;31,6;16,3;72,25;,666667;null;
